english,translation,frequency_rank,pos,example,is_phrasal
extra,дополнительный; добавочный; экстренный; особенно; особо,1515,noun,,false
van,фургон; фура; вэн; Ван,1516,verb,,false
heavy,тяжёлый; тяжкий,1517,verb,,false
wild,дикий; буйный,1518,verb,,false
ridiculous,нелепый,1519,adj,,false
simply,просто; только; попросту,1520,adv,,false
lee,подветренная сторона,1521,noun,,false
billy,Билли,1522,noun,,false
shooting,стрельба; пальба; перестрелка,1523,verb,,false
camp,лагерь; табор; стан; жить в палатке; располагаться лагерем,1524,verb,,false
whom,кого; кому; кем,1525,pron,,false
majesty,величество,1526,pron,,false
famous,известный; знаменитый; прославленный,1527,verb,,false
asleep,спящий; уснувший; вялый,1528,adj,,false
beauty,красота; прелесть; краса,1529,intj,,false
driver,погонщик; погонщица; движитель,1530,noun,,false
awful,ужасный; устрашающий; ужасающий; ужасно; страшно,1531,noun,,false
large,большой; крупный,1532,noun,,false
local,местный; локальный; туземец,1533,noun,,false
deserve,заслуживать; заслужить,1534,verb,,false
goddamn,чёрт возьми!; чёрт побери!; проклятье!; проклятый; чёртов,1535,intj,,false
jane,Иванна; Джейн; Джен,1536,noun,,false
grace,молитва; грация; изящество; почтить; Грейс,1537,verb,,false
consider,рассматривать; рассмотреть; обдумывать,1538,verb,,false
weekend,уик-энд; выходные; конец недели,1539,verb,,false
lay,класть; положить; укладывать; скрутка; свивка,1540,verb,,false
plenty,изобилие; обилие; достаток; много; достаточно,1541,pron,,false
willing,готовый,1542,verb,,false
pants,брюки; штаны; портки; отстой,1543,verb,,false
sweetheart,душка; возлюбленный; возлюбленная,1544,noun,,false
excellent,отличный; превосходный; великолепный,1545,adj,,false
asshole,жопа; срака; очко,1546,noun,,false
beach,пляж; взморье; садиться,1547,verb,,false
faith,вера; уверенность; вероисповедание,1548,intj,,false
beg,просить; попросить; попрошайничать,1549,verb,,false
opportunity,возможность; шанс; удобный случай,1550,noun,,false
bottom,дно; низ; нижняя часть,1551,verb,,false
german,немец; немка; германец; немецкий; немецкий язык,1552,noun,,false
whoever,кто бы ни; кто бы ни было; кто угодно,1553,pron,,false
papers,документы; бумаги,1554,verb,,false
justice,справедливость; правосудие; юстиция,1555,noun,,false
hall,коридор; приёмная; вестибюль,1556,noun,,false
commander,командир; военачальник; полководец,1557,noun,,false
drug,лекарство; наркотик; наркота; накачивать; накачать pf наркотиками,1558,verb,,false
main,главный; основной; Майн,1559,verb,,false
devil,дьявол; чёрт; бес; сатана,1560,verb,,false
although,"однако; хотя; несмотря на то, что",1561,conj,,false
princess,принцесса; царевна; королевна,1562,noun,,false
dick,хуй; хер; хрен; ищейка; детектив,1563,verb,,false
rose,роза; шиповник; розовый,1564,verb,,false
clearly,ясно; чётко; очевидно,1565,adv,,false
agreed,согласен; соглашаюсь,1566,intj,,false
johnny,Ваня,1567,noun,,false
corner,угол; уголок; конец; загонять в угол; ставить в тупик,1568,intj,,false
code,код; кодекс; устав; программировать; кодировать,1569,verb,,false
due,подлежащий оплате; причитающийся; подобающий; прямо; точно,1570,noun,,false
correct,правильный; верный; корректный; исправлять; исправить,1571,intj,,false
apologize,извиняться; извиниться,1572,verb,,false
bullshit,пиздёж; хуйня; херня; пиздеть; дурить,1573,intj,,false
fellow,компаньон; компаньонка; товарищ,1574,verb,,false
several,несколько; некоторый; различный,1575,det,,false
grandma,бабушка; бабуся; бабуля,1576,verb,,false
leader,руководитель; вождь; лидер,1577,noun,,false
restaurant,ресторан,1578,noun,,false
shouting,крики; кричание,1579,verb,,false
blind,слепой; незрячий; глухой; шторы; маркиза,1580,verb,,false
ghost,привидение; призрак; фантом,1581,verb,,false
conversation,разговор; беседа,1582,verb,,false
nor,ни,1583,conj,,false
speed,скорость; светочувствительность; выдержка; нестись; мчаться,1584,intj,,false
health,здоровье; здравие,1585,noun,,false
advice,совет; рекомендация; наставление,1586,verb,,false
uh-huh,ага; угу,1587,particle,,false
beyond,за; позади; дальше,1588,prep,,false
hardly,едва; еле; резко,1589,intj,,false
inspector,инспектор; ревизор,1590,noun,,false
cousin,родственник; родственница; двоюродный брат,1591,verb,,false
trial,испытание; опыт; проба; пробный; испытательный,1592,verb,,false
emergency,чрезвычайное положение; экстренная ситуация; чрезвычайное происшествие,1593,noun,,false
ought,должен; обязан; следовать,1594,pron,,false
somehow,как-то; как-нибудь; почему-то,1595,adv,,false
spoke,спица,1596,verb,,false
file,дело; папка; досье; подавать документы; подавать заявление,1597,verb,,false
understood,понял; понятно,1598,intj,,false
angel,ангел,1599,verb,,false
tape,лента; кассета; записывать,1600,verb,,false
powerful,могущественный; могучий; мощный,1601,adj,,false
practice,практика; тренировка; упражнение,1602,verb,,false
pardon,прощение; помилование; миловать; помиловать; прошу прощения,1603,intj,,false
vote,голос; вотум; голосование; голосовать; проголосовать,1604,verb,,false
jake,Яша,1605,verb,,false
national,национальный; народный; государственный; гражданин,1606,noun,,false
career,карьера; поприще; профессия,1607,verb,,false
minister,исполнитель; священник; министр; служить; помогать,1608,verb,,false
super,супер; превосходный; классный,1609,verb,,false
robert,Роберт,1610,name,,false
plus,плюс; положительный,1611,prep,,false
martin,городская ласточка; стриж; Мартин; Мартын,1612,noun,,false
freedom,свобода; воля; вольность,1613,noun,,false
crew,команда; компания; экипаж,1614,verb,,false
challenge,вызов; испытание; сложная задача; вызывать; вызвать,1615,verb,,false
student,учащийся; учащаяся; ученик,1616,noun,,false
strength,сила; мощь,1617,verb,,false
breathe,дышать; жить; существовать,1618,verb,,false
monster,чудовище; монстр; страшилище; чудовищный,1619,verb,,false
nearly,почти; около; приблизительно,1620,adv,,false
sight,вид; достопримечательность; зрелище; увидеть; заметить,1621,verb,,false
dressed,одетый,1622,verb,,false
horrible,ужасный; страшный,1623,noun,,false
coach,повозка; карета; коляска,1624,verb,,false
planning,планирование,1625,verb,,false
fantastic,чудесный; превосходный; великолепный,1626,noun,,false
serve,подача; служить; послужить; работать,1627,verb,,false
investigation,следствие; расследование; исследование,1628,noun,,false
center,центр; середина; средина; центрировать,1629,verb,,false
pack,пакет; упаковка; пачка; упаковывать; паковать,1630,verb,,false
nonsense,вздор; ерунда; нонсенс,1631,intj,,false
project,проект; план; выступать,1632,verb,,false
training,тренировка; обучение; тренинг,1633,verb,,false
prepared,готовый; подготовленный,1634,verb,,false
united,объединённый; соединённый; общий,1635,verb,,false
travel,путешествовать; ездить; передвигаться; путешествие; поездка,1636,verb,,false
incredible,невероятный; неимоверный; потрясающий,1637,adj,,false
grandpa,дедушка; дедуля,1638,noun,,false
character,личность; персонаж; герой,1639,verb,,false
criminal,преступный; криминальный; уголовный; преступник; преступница,1640,noun,,false
charles,Карл; Чарльз; Шарль,1641,name,,false
chinese,китайский; ханьский; китаец; китаянка; китайцы,1642,noun,,false
truly,правдиво; искренне; честно,1643,adv,,false
honestly,честно; искренне,1644,intj,,false
bro,братан; браток; братец,1645,noun,,false
survive,выживать; выжить; переживать,1646,verb,,false
target,мишень; цель; намерение; целиться; прицелиться,1647,verb,,false
feed,кормить; есть; кушать; новостная лента; лента новостей,1648,verb,,false
nurse,медсестра; сиделка; фельдшер; кормить грудью; кормить своим молоком,1649,verb,,false
fake,фальшивый; ненастоящий; поддельный; подделка; фальшивка,1650,verb,,false
breathing,дыхание,1651,verb,,false
numbers,Книга Чисел; Числа,1652,verb,,false
suicide,самоубийство; суицид; самоубийца,1653,verb,,false
belong,быть «своим»; принадлежать,1654,prep,,false
perfectly,отлично; прекрасно; безупречно,1655,adv,,false
forgotten,забытый,1656,verb,,false
remain,оставаться; остаться,1657,verb,,false
original,первоначальный; исходный; первичный; оригинал; первоисточник,1658,noun,,false
onto,на,1659,prep,,false
concerned,озабоченный; обеспокоенный; причастный,1660,verb,,false
ugh,фу; тьфу; фе,1661,intj,,false
discuss,обсуждать; обсудить; дискутировать,1662,verb,,false
research,исследование; исследовать; расследовать,1663,verb,,false
chair,стул,1664,verb,,false
strike,спустить; спускать; убирать; страйк; забастовка,1665,verb,,false
roger,вас понял; есть; принял; Роджер,1666,intj,,false
fill,заполняться; заполниться; наполняться,1667,verb,,false
dr,д-р,1668,noun,,false
nowhere,никуда; нигде,1669,noun,,false
sheriff,шериф,1670,verb,,false
kim,Ким,1671,noun,,false
recognize,признавать; признать; узнавать,1672,verb,,false
heads,орёл,1673,intj,,false
audience,публика; зрители; аудитория,1674,noun,,false
jealous,ревнивый; ревнующий; ревностный,1675,verb,,false
pretend,претендовать; делать вид; сделать вид,1676,verb,,false
comfortable,удобный; комфортабельный; уютный,1677,noun,,false
meaning,значение; толкование; смысл,1678,verb,,false
guest,гость; гостья; посетитель; гостить; быть в гостях,1679,verb,,false
aye,есть,1680,intj,,false
release,освобождение; релиз; выпуск; отпускать; отпустить,1681,verb,,false
ho,эй; гей; эгей; пизда; шлюха,1682,intj,,false
pray,молиться; помолиться; молить,1683,verb,,false
unfortunately,к сожалению; к несчастью,1684,adv,,false
balls,муде; яйца,1685,verb,,false
universe,вселенная; мир; всесвет,1686,noun,,false
prepare,готовить; подготовить; приготовить,1687,verb,,false
soldier,часовой; караульный; охранник; служить,1688,verb,,false
program,программа; програмка; передача; программировать; писать программу,1689,verb,,false
usual,обыкновенный; обычный,1690,noun,,false
stolen,краденный; украденный; ворованный,1691,verb,,false
prefer,предпочитать; предпочесть,1692,verb,,false
aware,бдительный; знающий; осведомлённый,1693,verb,,false
surely,обязательно; наверняка; конечно,1694,adv,,false
command,приказ; команда; повеление; приказывать; приказать,1695,verb,,false
proof,доказательство; пруф; корректура; -стойкий; -прочный,1696,verb,,false
cream,сливки; сметана; кремовый,1697,verb,,false
create,создавать; создать; творить,1698,verb,,false
afford,позволять себе; позволить себе; быть в состоянии,1699,verb,,false
sunday,воскресенье; неделя,1700,verb,,false
total,итог; сумма; целый; весь; полный,1701,verb,,false
dumb,тупой; глупый; дурной,1702,verb,,false
france,Франция; Франс,1703,name,,false
british,британец; британка; британцы; британский английский; британский,1704,noun,,false
social,общительный; социальный; общественный,1705,noun,,false
brilliant,блестящий; сверкающий; яркий; бриллиант; брильянт,1706,verb,,false
tie,связь; узы; ничья; связывать; связать,1707,verb,,false
opened,открытый,1708,verb,,false
ours,наш,1709,pron,,false
kevin,Кевин,1710,name,,false
mister,господин,1711,verb,,false
ugly,безобразный; уродливый; некрасивый,1712,verb,,false
ryan,Райан; Раян,1713,name,,false
focus,фокус; фокальная точка; наводка на резкость; фокусировать; сфокусировать,1714,verb,,false
dan,Дан,1715,prep,,false
exist,существовать,1716,verb,,false
england,Англия,1717,name,,false
draw,тянуть; потянуть; тащить; ничья; равный счёт,1718,intj,,false
daniel,Даниил; Данил; Данила,1719,noun,,false
opening,начало; открытие; отверстие,1720,verb,,false
bullet,пуля; снаряд; маслина,1721,verb,,false
anna,Анна,1722,noun,,false
season,время года; сезон; приправа,1723,verb,,false
suggest,предлагать; предложить; советовать,1724,verb,,false
joy,радость; веселье,1725,intj,,false
responsibility,ответственность; обязанность,1726,noun,,false
whenever,когда бы ни; каждый раз; когда угодно,1727,conj,,false
issue,вытекание; излияние; проблема,1728,verb,,false
sword,меч; шпага; сабля,1729,verb,,false
shower,ливень; душ; град; поливать; полить,1730,verb,,false
weak,слабый; правильный; отстой,1731,adj,,false
fucked,в жопе; надравшийся; бухой,1732,verb,,false
lonely,одинокий; уединённый; безлюдный,1733,adj,,false
happiness,счастье; радость; удача,1734,noun,,false
eric,Эрик,1735,noun,,false
tiny,крошечный; крохотный; малюсенький,1736,noun,,false
desk,письменный стол; стол; парта,1737,verb,,false
pool,бассейн; пруд; лужа; объединять; складывать,1738,verb,,false
forced,принудительный; насильственный; вынужденный,1739,verb,,false
settle,селиться; заселять; колонизировать,1740,verb,,false
gang,компания; группа; бригада,1741,verb,,false
friday,пятница,1742,noun,,false
interview,интервью; собеседование; интервьюировать; опрашивать; опросить,1743,verb,,false
surgery,операция; хирургия; операционная,1744,noun,,false
mayor,мэр; градоначальник; градоначальница,1745,noun,,false
babe,милашка; красотка,1746,noun,,false
ancient,древний; старинный; античный,1747,noun,,false
handsome,красивый; привлекательный; статный,1748,verb,,false
thomas,Томас; Фома,1749,noun,,false
saturday,суббота,1750,verb,,false
staff,посох; палка; жезл,1751,verb,,false
fan,веер; вентилятор; обдувать; овевать; рассредоточиваться,1752,verb,,false
gentleman,джентльмен; господин; сударь,1753,noun,,false
introduce,представлять; представить; знакомить,1754,verb,,false
fate,судьба; доля; участь,1755,verb,,false
split,расщеплять; расщепить; разделяться; щель; расщелина,1756,verb,,false
recently,недавно; в последнее время,1757,adv,,false
expected,ожидаемый,1758,verb,,false
add,прибавлять; прибавить; добавлять,1759,verb,,false
slowly,медленно,1760,adv,,false
alarm,тревога; испуг; смятение,1761,verb,,false
member,член; часть тела,1762,verb,,false
signed,подписанный; со знаком,1763,verb,,false
enter,вводить; ввести; вписывать; ввод,1764,verb,,false
spanish,испанский; испанский язык; испанцы,1765,verb,,false
brave,храбрый; смелый; отважный; индейский воин,1766,verb,,false
model,модель; макет; фасон; образцовый,1767,verb,,false
medicine,медицина; лекарство; медикамент,1768,verb,,false
access,доступ; подход,1769,verb,,false
easily,свободно; удобно; легко,1770,adv,,false
based,база,1771,intj,,false
insane,душевнобольной; невменяемый; сумасшедший,1772,adj,,false
path,тропа; тропинка; дорожка,1773,verb,,false
harm,вред; ущерб; повреждение; вредить; повредить,1774,verb,,false
style,стиль; слог; манера,1775,verb,,false
community,сообщество; общество; община,1776,noun,,false
basically,в основном; по существу; в принципе,1777,adv,,false
signal,семафор; сигнал; знак; сигнализировать; просигнализировать,1778,verb,,false
nope,не-а,1779,particle,,false
spare,лишний; запасной; умеренный; щадить; миловать,1780,verb,,false
speech,речь; дар речи; говор,1781,verb,,false
covered,покрытый; закрытый; прикрытый,1782,verb,,false
russian,российский; русский; древнерусский; россиянин; россиянка,1783,verb,,false
lake,озеро; лак,1784,verb,,false
remind,напоминать; напомнить,1785,verb,,false
naked,голый; нагой; обнажённый,1786,verb,,false
post,столб; полюс; штанга; приколоть; прикалывать,1787,prep,,false
heading,заголовок; заглавие; рубрика,1788,verb,,false
silence,тишина; молчание; заглушать; заглушить; заставить замолчать,1789,intj,,false
success,успех; удача; благосостояние,1790,noun,,false
nah,нет,1791,intj,,false
manage,справляться; удаваться; управлять,1792,verb,,false
safety,безопасность; сохранность; предохранитель,1793,verb,,false
fbi,ФБР; Федеральное бюро расследований,1794,noun,,false
block,блок; квартал; преграда; блокировать; препятствовать,1795,verb,,false
fancy,воображение; фантазия; мечта; навороченный; хотеть,1796,verb,,false
chef,шеф-повар; повар; старший кок,1797,verb,,false
contract,контракт; договор; сжимать; сжать; сокращать,1798,verb,,false
dig,копать; выкапывать; выкопать; раскопки,1799,verb,,false
brian,Брайан,1800,verb,,false
divorce,развод; расторжение брака; отделение; разводить; развести,1801,verb,,false
funeral,похороны; погребение,1802,noun,,false
football,австралийский футбол; футбольный мяч; футбол,1803,verb,,false
reality,реальность; действительность; вещественность,1804,noun,,false
gosh,Боже!,1805,intj,,false
gate,ворота; врата; калитка,1806,verb,,false
william,Вильгельм; Уильям; Вильям,1807,noun,,false
spread,распространять; распространить; растянуть; распространение; простирание,1808,verb,,false
japanese,японский; японец; японка; японский язык,1809,noun,,false
simon,Симон; Симеон; Семён,1810,noun,,false
castle,замок; рокироваться,1811,verb,,false
hidden,скрытый; потаённый; спрятанный,1812,verb,,false
storm,буря; гроза; шторм; штурмовать; штурм,1813,verb,,false
personally,лично; персонально,1814,adv,,false
artist,художник; художница; артист,1815,noun,,false
hill,холм; горка; высота,1816,verb,,false
exciting,волнующий; захватывающий; возбуждающий,1817,verb,,false
permission,разрешение; позволение,1818,verb,,false
expensive,дорогой,1819,adj,,false
forest,лес,1820,verb,,false
barely,едва; еле-еле; лишь,1821,adv,,false
lesson,урок; лекция,1822,verb,,false
lover,любовник; любовница; возлюбленный,1823,noun,,false
subject,подверженный; подлежащий; зависимый; подлежащее; субъект,1824,verb,,false
legal,юридический; правовой; правомерный,1825,noun,,false
jason,Ясон; Язон; Джейсон,1826,name,,false
mood,настроение; расположение; настрой,1827,intj,,false
points,стрелка,1828,verb,,false
dating,ухаживание; свидания; датирование,1829,verb,,false
revenge,месть; реванш; мщение; мстить; отомстить,1830,verb,,false
likely,вероятный; возможный; годный,1831,noun,,false
rent,плата за прокат; прокат; рента; снимать; снять,1832,verb,,false
assistant,вспомогательный; ассистент; ассистентка; помощник,1833,noun,,false
painting,картина; живопись,1834,verb,,false
rush,раш; бросок; прилив; спешить; поспешить,1835,verb,,false
foreign,иностранный; зарубежный; иноземный,1836,noun,,false
murderer,убийца; киллер; душегуб,1837,noun,,false
century,столетие; век; центурия,1838,noun,,false
pair,пара; чета; двойка,1839,verb,,false
bike,велосипед; велик; мотоцикл,1840,verb,,false
obvious,очевидный,1841,adj,,false
professional,профессионал; профессионалка; специалист; профессиональный,1842,noun,,false
goodness,доброта; добро; добродетель,1843,intj,,false
alan,Алан,1844,noun,,false
university,университет,1845,noun,,false
grandfather,дедушка; дед; дедуля,1846,verb,,false
europe,Европа,1847,noun,,false
genius,гений; гениальность; одарённость; гениальный,1848,noun,,false
ruin,руина; развалина; разруха; разрушать; разрушить,1849,verb,,false
cancer,рак; злокачественная опухоль,1850,noun,,false
ocean,океан,1851,noun,,false
dna,ДНК,1852,verb,,false
liar,лгун; лгунья; лжец,1853,noun,,false
tour,путешествие; поездка; турне,1854,verb,,false
thief,вор; воровка; ворюга,1855,noun,,false
bleep,запикивать; запикать,1856,verb,,false
lisa,Лиза,1857,noun,,false
including,в том числе; включая,1858,prep,,false
smith,кузнец; Смит; Кузнецов; Ковалёв,1859,verb,,false
planned,планомерный; плановый; штатный,1860,verb,,false
emily,Эмилия,1861,phrase,,false
boring,скучный; нудный,1862,verb,,false
bless,благословлять; благословить,1863,intj,,false
warning,предупреждение; предостережение; внимание,1864,intj,,false
re,ре,1865,prep,,false
crash,крах; провал; коллапс; аварийно завершиться; вылететь,1866,verb,,false
bedroom,спальня,1867,noun,,false
lower,нижний; опускать; опустить; спускать,1868,verb,,false
defense,защита; оборона; оборонительные сооружения,1869,verb,,false
toilet,туалет; уборная; клозет,1870,verb,,false
complicated,сложный; запутанный,1871,verb,,false
shape,форма; состояние; положение,1872,verb,,false
priest,священник; поп; жрец,1873,verb,,false
royal,королевский; царский; бом-брамсель,1874,noun,,false
romantic,романтичный; романтический; романтик,1875,noun,,false
downstairs,внизу; на нижнем этаже; вниз,1876,noun,,false
invite,приглашать; пригласить; звать; приглашение,1877,verb,,false
fortune,судьба; доля; участь,1878,verb,,false
avoid,избегать; избежать; уклоняться,1879,verb,,false
familiar,знакомый; известный; близкий; фамильяр,1880,noun,,false
telephone,телефон; телефонировать; звонить; позвонить по телефону,1881,verb,,false
burning,горящий,1882,verb,,false
filled,полный; наполненный; заполненный,1883,verb,,false
kelly,Келли,1884,noun,,false
alice,Алиса; Элис,1885,noun,,false
airport,аэропорт; аэродром; аэровокзал,1886,noun,,false
walter,Вальтер; Уолтер; Готье,1887,name,,false
rachel,Рахиль; Рэйчел,1888,noun,,false
giant,великан; исполин; гигант; гигантский; огромный,1889,noun,,false
scare,испуг; страх; паника; пугать; испугать,1890,verb,,false
pleased,довольный; радостный,1891,verb,,false
period,период; цикл; промежуток; и точка,1892,intj,,false
player,игрок; играющий; играющая,1893,noun,,false
laura,Лора; Лаура,1894,noun,,false
repeat,повторять; повторить,1895,verb,,false
suck,сосать; всасывать; смоктать,1896,verb,,false
younger,младший; младше,1897,noun,,false
china,Китай; Поднебесная; Срединное Царство,1898,noun,,false
delicious,вкусный; лакомый,1899,adj,,false
particular,конкретный; отдельный; частный,1900,noun,,false
proper,подходящий; соответствующий; надлежащий,1901,noun,,false
rome,Рим,1902,name,,false
site,местоположение; местонахождение; место,1903,verb,,false
led,СД; СИД,1904,verb,,false
celebrate,чествовать; прославлять; прославить,1905,verb,,false
eventually,в конце концов; в конечном счёте; в итоге,1906,adv,,false
pity,жалость; сострадание; сочувствие; жалеть; пожалеть,1907,intj,,false
powers,Пауэрс,1908,verb,,false
ashamed,пристыженный; стыдно; совестно,1909,verb,,false
assume,предполагать; предположить; допускать,1910,verb,,false
rise,подниматься; подняться; вставать; подъём; рост,1911,verb,,false
data,данные; информация,1912,noun,,false
carefully,осторожно; аккуратно; внимательно,1913,adv,,false
per,в; через; согласно,1914,prep,,false
jury,присяжные; суд присяжных; жюри,1915,verb,,false
positive,положительный; позитивный; положительная степень; позитив,1916,noun,,false
attorney,юрист; юристка; адвокат,1917,verb,,false
location,положение; местоположение; местонахождение,1918,noun,,false
useless,бесполезный; ненужный; никчёмный,1919,adj,,false
grant,предоставлять; предоставить; выдавать; предоставление; уступка,1920,verb,,false
saving,экономия; сбережения; накопления,1921,prep,,false
deliver,доставлять; доставить,1922,verb,,false
temple,храм; место богослужения; святыня; висок,1923,verb,,false
scary,страшный; ужасный,1924,noun,,false
official,официальный; служебный; должностной; официальное лицо; чиновник,1925,noun,,false
jacket,куртка; жакет; пиджак,1926,verb,,false
switch,коммутатор; выключатель m on/off; переключатель,1927,verb,,false
grave,могила; вырезать; гравировать; производить впечатление; серьёзный,1928,verb,,false
chase,погоня; гонка; преследование; гонять; погонять,1929,verb,,false
role,роль; должность,1930,noun,,false
odd,странный; нечётный; около,1931,noun,,false
sexy,секси; сексапильный; сексуальный,1932,adj,,false
badly,плохо; нехорошо; дурно,1933,adj,,false
confused,спутанный; беспорядочный; бессмысленный,1934,verb,,false
affair,дело; дельце; боестолкновение,1935,noun,,false
television,телевидение; ТВ; телевизор,1936,verb,,false
pizza,пицца,1937,noun,,false
image,образ; изображение; облик,1938,verb,,false
golden,золотой; золотистый,1939,verb,,false
sexual,половой; сексуальный,1940,noun,,false
suffer,страдать; мучаться; пострадать,1941,verb,,false
arthur,Артур,1942,noun,,false
wherever,где же; куда же; где бы ни; где бы ни было; где угодно,1943,conj,,false
appear,появляться; появиться; являться,1944,verb,,false
chocolate,шоколад; шоколадка; шоколадная конфета; шоколадный,1945,verb,,false
clever,искусный; ловкий; умелый,1946,adj,,false
mercy,милосердие; пощада; милость,1947,intj,,false
lucy,Люсия; Люси; Люция,1948,noun,,false
trap,ловушка; западня; капкан,1949,verb,,false
bang,удар; треск; бах; трахать; трахаться,1950,intj,,false
butt,торец; толстый конец; задница; бодать; боднуть,1951,verb,,false
drove,гурт; стадо; толпа,1952,verb,,false
yourselves,себя; вы сами,1953,pron,,false
mystery,тайна; загадка; мистерия,1954,noun,,false
sat,сб,1955,verb,,false
traffic,движение; трафик; торговля,1956,verb,,false
courage,смелость; храбрость; отвага,1957,verb,,false
hunt,разыскивать; искать; охотиться; охота; ловля,1958,verb,,false
indian,индийский; индейский; индиец; индианка; индус,1959,noun,,false
italian,итальянский; итальянец; итальянка,1960,noun,,false
emma,Эмма,1961,noun,,false
winner,победитель; победительница,1962,noun,,false
council,совет,1963,noun,,false
appointment,назначение; договорённость; договор,1964,noun,,false
monday,понедельник; в понедельник,1965,noun,,false
threat,угроза; опасность; источник опасности,1966,verb,,false
jenny,Дженни,1967,verb,,false
source,источник; исток; ключ,1968,verb,,false
carl,Карл,1969,verb,,false
victory,победа; виктория,1970,intj,,false
rick,стог,1971,verb,,false
disgusting,отвратительный; омерзительный; гадкий,1972,verb,,false
palace,дворец; чертог,1973,verb,,false
below,ниже; под; южнее; внизу; минус,1974,prep,,false
shopping,покупка; покупки; шоппинг,1975,verb,,false
neighborhood,соседство; окрестности; близость,1976,noun,,false
march,марш; ход; течение; маршировать; марка,1977,verb,,false
midnight,полночь,1978,noun,,false
piss,ссаки; сцаки; ссанина; ссать; поссать,1979,intj,,false
advantage,преимущество; выгода; превосходство,1980,verb,,false
pure,чистый,1981,verb,,false
india,Индия,1982,noun,,false
aside,в сторону; в стороне; поодаль,1983,noun,,false
jerk,рывок; толчок; подлец; вздрагивать; вздрогнуть,1984,verb,,false
mail,почта; корреспонденция; электронная почта; кольчуга,1985,verb,,false
dawn,наступать; рассветать; озарять; заря; рассвет,1986,verb,,false
spell,заклинание; заговор; произносить по буквам; писать по буквам; период,1987,verb,,false
freak,чудак; фрик; урод; чудить; капризничать,1988,verb,,false
screwed,кранты; хана; каюк,1989,verb,,false
gary,Гэри; Гари,1990,noun,,false
vacation,отпуск; каникулы; отгул; проводить отпуск; провести отпуск,1991,verb,,false
violence,сила; неистовство; насилие,1992,verb,,false
leo,Лев; Леон; Лео,1993,noun,,false
grandmother,бабушка; бабуля; бабуся,1994,noun,,false
modern,современный,1995,noun,,false
luke,Евангелие от Луки; Лука; Люк,1996,adj,,false
firm,фирма; крепкий; твёрдый; прочный,1997,verb,,false
prime,важнейший; главный; основной; начало; расцвет,1998,verb,,false
talent,талант; дар; одарённость,1999,noun,,false
whore,проститутка; шлюха; блядь; развратничать; распутничать,2000,verb,,false
piano,пианино; фортепиано; рояль; пиано,2001,verb,,false
license,лицензия; удостоверение; разрешение,2002,verb,,false
cooking,готовка; кулинария; стряпня,2003,verb,,false
concern,забота; беспокойство; концерн; касаться; беспокоить,2004,verb,,false
available,доступный; наличный; в распоряжении,2005,adj,,false
factory,фабрика; завод; комбинат,2006,noun,,false
central,центральный,2007,noun,,false
union,муфта; союз; соединение,2008,verb,,false
mirror,зеркало; зерцало; дубликат; отражать; повторять,2009,verb,,false
studio,студия; ателье; мастерская,2010,noun,,false
media,медиа; средства массовой информации; СМИ; Мидия,2011,noun,,false
taxi,такси; таксомотор,2012,verb,,false
hearts,черви; червы; черва,2013,verb,,false
rob,грабить; ограбить; лишать,2014,verb,,false
washington,штат Вашингтон; шт. Вашингтон; Вашингтон,2015,noun,,false
pride,гордыня; спесь; заносчивость; гордиться,2016,verb,,false
miracle,чудо; диво,2017,verb,,false
christian,христианин; христианка; Кристиан; Христиан; христианский,2018,noun,,false
bleeding,кровоточащий; истекающий кровью; кровотечение,2019,verb,,false
beating,биение; битьё; избиение,2020,verb,,false
protection,защита; охрана; защищённость,2021,noun,,false
treatment,обращение; обхождение; лечение,2022,noun,,false
carter,Картер,2023,noun,,false
disappear,исчезать; исчезнуть; пропадать,2024,verb,,false
grateful,благодарный; признательный,2025,adj,,false
extremely,чрезвычайно; крайне; экстремально,2026,adv,,false
treasure,драгоценность; сокровище; клад; ценить,2027,verb,,false
rescue,спасать; спасти; выручать; спасение,2028,verb,,false
capable,способный,2029,adj,,false
passing,проходящий; выдающийся; отличный; чрезвычайно; смерть,2030,verb,,false
chatter,болтовня; трёп; болтать; трепаться; стучать зубами,2031,verb,,false
result,проистекать; проистечь; приводить; результат; итог,2032,intj,,false
suffering,страдающий; страдание; мука,2033,verb,,false
laid,линованная; разлинованная,2034,verb,,false
governor,губернатор; регулятор,2035,noun,,false
louis,Луи; Людовик; Луис,2036,noun,,false
text,текст; сообщение; СМС; смснуть,2037,verb,,false
literally,буквально; дословно,2038,adv,,false
remove,устранять; убирать,2039,verb,,false
performance,выполнение; исполнение; действие,2040,noun,,false
deeply,глубоко,2041,adv,,false
scream,крик; вопль; визг; кричать,2042,verb,,false
desert,пустыня; пустой; пустынный; дезертировать; бросить,2043,verb,,false
vehicle,транспортное средство; перевозочное средство; средство передачи,2044,verb,,false
illegal,незаконный; нелегальный; неправомерный; нелегал,2045,noun,,false
josh,подшучивать; разыгрывать,2046,verb,,false
unbelievable,невероятный; неправдоподобный,2047,adj,,false
ted,Тед,2048,verb,,false
zero,нуль; ноль; зеро; настраивать на нуль; обнулить,2049,det,,false
dean,декан; благочинный,2050,verb,,false
curious,любопытный; любознательный; проявляющий интерес,2051,adj,,false
sean,Шон,2052,verb,,false
candy,конфета; сласть,2053,verb,,false
load,груз; нагрузка; заряд; загружать; грузить,2054,verb,,false
susan,Сусанна; Сюзанна; Сьюзан,2055,noun,,false
